en,fi,description,file,hash
"Every 69 minutes","Every 69 minutes",,site/modules/Relay/Relay.module.php,eb50677e21f3ab19ffb2ff57aa6acd73
"Every month","Every month",,site/modules/Relay/Relay.module.php,8ed91b71d01993965915f3b296c20336
"Every week","Every week",,site/modules/Relay/Relay.module.php,64863d871b7d8ecb1eb689ceb3595cb5
minute,minute,,site/modules/Relay/Relay.module.php,0a7d55be9d12a369a6a8da0fb517fba4
minutes,minutes,,site/modules/Relay/Relay.module.php,640fd0cc0ffa0316ae087652871f4486
Minutes,Minutes,,site/modules/Relay/Relay.module.php,f670ea66cfb0e90bd6090472ad692694
months,months,,site/modules/Relay/Relay.module.php,da36cfaf48b9e19896e23e1207040d1e
"Save cadence as preset","Save cadence as preset",,site/modules/Relay/Relay.module.php,774d84fa10bffbba1b5f24fe1e21d0af
"Set recurrence in one click","Set recurrence in one click",,site/modules/Relay/Relay.module.php,c84c558af56aa0100fd62d3fcdb920ea
weeks,weeks,,site/modules/Relay/Relay.module.php,ae60f11ab51860bdb22794a943335a34
years,years,,site/modules/Relay/Relay.module.php,75aeb98e5241592ad6a6c2c4c78a16ef
"Publication times","Time presets",,site/modules/Relay/Relay.module.php,5798acc428b14872ea2560dcc171b307
"Quick publication times","Quick time presets",,site/modules/Relay/Relay.module.php,5db75e05b8b61398235e02849a07d651
"Quick time choices for one-time publication scheduling. Recurrence is configured in Rules.","Create quick time choices for the page editor publication planner. Recurrence is configured in Rules.",,site/modules/Relay/Relay.module.php,2cfe58ac3966b2dee715959f32bc0b6f
